0040100000204000, 2341143231244213
2000041000030000, 2134341212434321
0403000000000120, 2413134242313124
0000040100003020, 1342243142133124
0300000400000042, 4321123424133142
0000301002030000, 2134341212434321
4000000020010003, 4132321423411423
2300000000000012, 2341412312343412
0100000400030020, 4132231412433421
0000001230000001, 1243431231242431
1030200000400000, 1432231432414123
2003400000000020, 2143431212343421
0210000401000000, 4213132431422431
0410000030010000, 2413132432414132
0100000400020200, 4123231414323241
0002000030000201, 1342241331244231
0400002000300001, 2413132441323241
0010300000001400, 4213312423411432
0000030000021040, 2134432134121243
0000040030400020, 2314143232414123
3010000000000302, 3214412324311342
0000400001030001, 1234431221433421
0201400000020000, 3241412314322314
0000040100003002, 1324243142133142
0000001300001200, 3142241343211234
0002400034000000, 1342421334212134
0000042030010000, 2314142332414132
0300204000000020, 4312214312343421
4010000002030000, 4312213412433421
3000000210040000, 3241413213242413
0000040120400000, 1234342121434312
0003200001400000, 1423231431424231
0002000403000400, 4132321423411423
0020000030044000, 1423234132144132
3000020000001003, 3142423123141423
0000200000300401, 4312214312343421
4100000020300000, 4123321424311342
0402000000004030, 3412214313244231
0000043002000010, 3124243112434312
0100002000300200, 2143432114323214
0020103040000000, 3421123443122143
0000013030020000, 4321213434121243
0000014030200000, 4312214334211234
0102020000000030, 3142421313242431
1000000341000000, 1324241341323241
0100304000000002, 4123324123141432
0030021010000000, 4132321414232341
0010300000000021, 2413314212344321
2040000000103000, 2341143242133124
2000000402000030, 2413132432414132
3040200000030000, 3142243142131324
2000003000101000, 2341413232141423
0000400200003010, 2341413214233214
0000340000320000, 1243342141322314
0000003100104000, 1342243132144123
0000200000010430, 4123231432411432
4001000003400000, 4231312413422413
2000030400030000, 2431132442133142
0000300002300010, 2143342112344312
0000030004010002, 4213132424313142
3000000040100020, 3142243142131324
0100000400210000, 4132231434211243
3004000010000002, 3124243112434312
1400000000000031, 1423231431424231
3000002000340000, 3241142321344312
0430001000003000, 1432231441233241
0030400024000000, 1234432124133142
4100000004000030, 4123234134121234
0000001421000000, 1432321421434321
0203004003000000, 4213314213242431
2000000000300420, 2143431212343421
3000200000010003, 3412213443211243
0020100004000003, 4321123434122143
0020010000300300, 3421214312344312
0000210000000031, 3412214313244231
0004020030000001, 1324421331422431
0003402020000000, 1243432121343412
0002010040000030, 3412214343211234
0040000300020100, 3241142343122134
0002000010300400, 4312214312343421
0000200400000410, 4321213412433412
1030000020040000, 1432324123144123
0400000000102040, 3421123443122143
0001004000001002, 4321214332141432
0001030000000204, 2431134241233214
0003000020000140, 4213132424313142
1000030002000004, 1432234142133124
0030100004000020, 4231134224133124
0002010000403000, 4312213412433421
4300000000000031, 4312124331242431
0000030110200000, 4132234114233214
0300000100004100, 1342243132144123
0001300202000000, 2431314242131324
0004000304000100, 1324421324313142
3010000000020400, 3214412313422431
0014000034000000, 2314413234211243
1020004030000000, 1423234132144132
0400010200030000, 2431314242131324
3000003001000004, 3241143241232314
0030200000210000, 4132231434211243
